#--------------------------------------------------------------------------------
# DISCLAIMER: DATA CONTAINED IN THIS FILE HAS BEEN PREPARED IN THE CONTEXT OF A RESEARCH PROJECT. IT MAY NOT BE ACCURATE AND IS SUBJECT TO CHANGE.
# USE THIS DATA AT YOUR OWN RISK.
#--------------------------------------------------------------------------------
# Author : Julien Lerat, CSIRO Environment
# Reference : Lerat and Vaze (2025), When the impossible flood happens: how February 2022 redefines extreme floods in Australia. Communications Earth and Environment
# Version : 5
# Date : 2025-04-13 16:46:08.517509
# Source file : DATA_prepare_flood_data.py
#--------------------------------------------------------------------------------
# Description : Information on gauging stations
#--------------------------------------------------------------------------------
#
STATIONID,LONGITUDE[deg],LATITUDE[deg],CATCHMENTAREA[km2],STATE,NAME
212219,150.61927,-33.78123,,NSW,Glenbrook Creek At Jellybean Pool
2122205,150.75736,-34.38704,,NSW,Sandy Creek At Fire Rd 15
212228,150.9727,-33.294,,NSW,Macdonald River At St Albans
2122322,150.90124,-34.28558,,NSW,Loddon River At Bulli (Appin Road)
2122323,150.8485,-34.36115,,NSW,Cataract River At Corrimal No.1 (Angels Creek)
212244,150.55917,-33.97944,,NSW,Werriberri Ck At Werombi
212250,150.25401,-33.87124,1450.0,NSW,Coxs River At Kelpie Point
2122512,150.14056,-33.545,,NSW,Coxs River At Glenroy Bridge
212260,150.24306,-33.94806,733.0,NSW,Kowmung River At Cedar Ford
212270,150.25279,-34.22766,4560.0,NSW,Wollondilly River At Jooriland
2122711,149.79306,-34.72139,,NSW,Wollondilly River @ Murrays Flat
212271,150.08194,-34.54917,,NSW,Wollondilly River At Golden Valley
212280,150.42472,-34.14556,,NSW,Nattai River At The Causeway
212291,150.62917,-33.61528,,NSW,Grose River At Burralow
213200,150.83751,-34.16374,72.99999,NSW,Ohares Creek At Wedderburn
2132101,150.91589,-34.15075,,NSW,Woronora River At Fire Rd 9F
2132102,150.94382,-34.18566,,NSW,Waratah River At Fire Rd No 95
214003,150.7062,-34.5757,35.0,NSW,Macquarie Rivulet At Albion Park
214010,150.8062,-34.6441,61.95,NSW,Minnamurra River At Browns Lane
215002,149.73681,-35.34143,1450.0,NSW,Shoalhaven River At Warri
215004,150.0331,-35.1473,166.0,NSW,Corang River At Hockeys
215005,149.9095,-35.2676,417.0,NSW,Mongarlowe River At Marlowe
215007,149.92906,-35.54023,45.0,NSW,Mongarlowe River At Monga
215008,149.63947,-35.79013,280.0,NSW,Shoalhaven River At Kadoona
215014,149.9885,-34.81954,164.0,NSW,Bungonia Creek At Bungonia
215018,150.71666,-34.75695,18.3348,NSW,Broughton Mill Creek At Broughton Vale
215019,150.66887,-34.80147,12.85,NSW,Jaspers Brush Creek At Jaspers Brush
215207,150.18213,-34.81922,,NSW,Shoalhaven River At Fossickers Flat
215208,149.95363,-35.18448,,NSW,Shoalhaven River At Hillview
215209,149.72192,-35.44727,,NSW,Shoalhaven River At Mount View
215210,149.93635,-35.42201,,NSW,Mongarlowe River At Mongarlowe
215220,150.52244,-34.72799,,NSW,Kangaroo River At Hampden Bridge
215233,150.51914,-34.6052,,NSW,Yarrunga Creek At Wildes Meadow
215237,149.74998,-35.4292,,NSW,Gillamatong Creek No.2 @ Braidwood
215238,149.70386,-35.28955,,NSW,Reedy Creek @ Manar
215241,149.71617,-35.50203,,NSW,Jembaicumbene Creek At Bendoura
215242,150.04312,-35.14557,,NSW,Corang River At Meangora
216002,150.2394,-35.4681,857.0,NSW,Clyde River At Brooman
216004,150.59773,-34.97017,95.0,NSW,Currambene Creek At Falls Creek
216009,150.0354,-35.7125,168.0,NSW,Buckenbowra River At Buckenbowra No.3
217002,150.0267,-35.9177,1207.0,NSW,Deua River At Wamban
217007,150.00543,-35.90841,1180.0,NSW,Deua River At Riverview
218001,149.5103,-36.2646,93.0,NSW,Tuross River At Tuross Vale
218002,149.7096,-36.2016,556.0,NSW,Tuross River At Belowra
218003,149.7287,-36.3048,99.7,NSW,Yowrie River At Yowrie
218005,149.7616,-36.1959,920.0,NSW,Tuross River Downstream Wadbilliga River Junction
218006,149.8234,-36.336,57.0,NSW,Wandella Creek At Wandella
218007,149.6926,-36.257,122.0,NSW,Wadbilliga River At Wadbilliga
218008,150.0032,-36.1289,1586.0,NSW,Tuross River At Eurobodalla
219001,149.4427,-36.594,15.0,NSW,Rutherford Creek At Brown Mountain
219003,149.6481,-36.6658,316.0,NSW,Bemboka River At Morans Crossing
219006,149.5427,-36.7803,83.0,NSW,Tantawangalo Creek At Tantawangalo Mountain (Dam)
219013,149.8272,-36.5342,460.0,NSW,Brogo River At North Brogo
219015,150.0061,-36.4309,31.0,NSW,Nutleys Creek Near Bermagui
219017,149.80969,-36.59838,152.0,NSW,Double Creek Near Brogo
219018,149.8519,-36.4759,38.0,NSW,Murrah River At Quaama
219021,149.5237,-36.6104,120.0,NSW,Bemboka River At Bemboka
219022,149.6855,-36.7303,202.0,NSW,Tantawangalo Creek At Candelo Dam Site
219025,149.8821,-36.6176,717.0,NSW,Brogo River At Angledale
219032,149.7975,-36.73,825.0,NSW,Bega River At Kanoona
219034,149.688,-36.8005,50.0,NSW,Candelo Creek At Greenmount Road (Yurammie No. 4)
220001,149.561,-36.9592,272.0,NSW,Towamba River At New Buildings Bridge
220003,149.8206,-36.9398,105.0,NSW,Pambula River At Lochiel
220006,149.9242,-37.3063,51.0,NSW,Merrica River At Nadgee Causeway
221001,149.3173,-37.13865,125.6,VIC,Genoa River @ Rockton
221002,149.7138,-37.3704,479.0,NSW,Wallagaraugh River At Princes Highway
221003,149.3204,-37.1724,235.0,NSW,Genoa River At Bondi
221010,149.6987,-37.231,70.0,NSW,Imlay Creek At Imlay Road Bridge
221204,149.26031,-37.72569,345.0,VIC,Thurra River @ Point Hicks
221207,148.91526,-37.44704,162.0,VIC,Errinundra River @ Errinundra
221208,149.49177,-37.68877,420.0,VIC,Wingan River @ Wingan Inlet National Park
221209,149.20705,-37.35543,154.0,VIC,Cann River (East Branch) @ Weeragua
221210,149.52038,-37.41577,837.0,VIC,Genoa River @ The Gorge
221211,148.98313,-37.44019,179.0,VIC,Combienbar River @ Combienbar
221212,148.90165,-37.60713,725.0,VIC,Bemm River @ Princes Highway
221224,149.15669,-37.53865,,VIC,Cann River U/S Cann River Offtake
222001,149.1111,-36.6472,292.0,NSW,Maclaughlin River At Dalgety Road
222004,149.0937,-36.9954,621.0,NSW,Little Plains River At Wellesley (Rowes)
222007,148.9137,-36.4221,520.0,NSW,Wullwye Creek At Woolway
222008,149.0345,-36.9045,1127.0,NSW,Delegate River At Quidong
222009,149.2105,-36.9149,559.0,NSW,Bombala River At The Falls
222010,148.94,-36.514,360.0,NSW,Bobundara Creek At Dalgety Road
222011,149.1699,-36.7507,188.0,NSW,Cambalong Creek At Gunning Grach
222012,149.2998,-36.8988,177.0,NSW,Coolumbooka River Near Bombala
222015,148.4291,-36.7286,187.0,NSW,Jacobs River At Jacobs Ladder
222019,149.2395,-36.9099,552.0,NSW,Bombala River At Bombala Town
222202,148.54733,-37.51153,658.0,VIC,Brodribb River @ Sardine Creek
222206,148.17324,-37.49584,822.0,VIC,Buchan River @ Buchan
222207,148.23778,-37.50472,1204.0,VIC,Buchan River @ Murrindal
222210,148.42415,-37.08537,857.0,VIC,Deddick River @ Deddick (Caseys)
222213,148.32748,-36.95493,,VIC,Suggan Buggan River (300M D/S Of Site B) @Suggan Buggan
222216,148.22734,-37.49132,302.0,VIC,Murrindal River @ Basin Road (Buchan)
222217,148.35987,-37.41016,447.0,VIC,Rodger River @ Jacksons Crossing
222221,148.17384,-37.48338,,VIC,Buchan River @ Egw Offtake
222541,148.5776,-36.3779,,NSW,Crackenback River @ Paddys Corner - Lake Jindabyne Inf
223202,147.72882,-37.26878,943.0,VIC,Tambo River @ Swifts Creek
223204,147.69712,-37.59295,287.0,VIC,Nicholson River @ Deptford
223205,147.86985,-37.67253,2681.0,VIC,Tambo River @ D/S Of Ramrod Creek
223207,148.04839,-37.31277,205.0,VIC,Timbarra River @ Timbarra
223208,147.77384,-37.15982,523.0,VIC,Tambo River @ Bindi (Near Junction Creek)
223209,147.84912,-37.75731,2781.0,VIC,Tambo River @ Battens Landing
223210,147.71093,-37.73766,471.0,VIC,Nicholson River At Sarsfield
223212,148.06343,-37.44632,438.0,VIC,Timbarra River @ D/S Of Wilkinson Creek
223213,147.88239,-37.00386,96.0,VIC,Tambo River @ D/S Of Duggan Creek
223214,147.92764,-36.95471,32.0,VIC,Tambo River @ U/S Of Smith Creek
223215,147.82584,-37.48139,180.0,VIC,Haunted Stream @ Hells Gate
224201,147.16644,-37.48996,1979.0,VIC,Wonnangatta River At Waterford
224203,147.37478,-37.76359,3903.0,VIC,Mitchell River @ Glenaladale
224206,147.08916,-37.4075,1096.0,VIC,Wonnangatta River @ Crooked River
224207,147.09941,-37.38678,736.0,VIC,Wongungarra River @ Guys
224209,147.35034,-37.66212,106.0,VIC,Cobbannah Creek @ Near Bairnsdale
224213,147.2687,-37.49512,676.0,VIC,Dargo River @ Lower Dargo Road
224214,147.39377,-37.49524,443.0,VIC,Wentworth River @ Tabberabbera
224215,147.33905,-37.60186,3430.0,VIC,Mitchell River @ Angusvale (Tabberabbera)
224222,147.3682,-37.73655,,VIC,Mitchell River U/S Glenaladale Pumphouse
225105,146.17571,-37.76702,16.0,VIC,Thomson River @ Newland Road
225114,146.28198,-37.71289,155.3,VIC,Thomson River D/S Whitelaws Creek
225201,147.07601,-37.96859,1485.0,VIC,Avon River @ Stratford
225209,146.62331,-37.62961,1233.0,VIC,Macalister River @ Licola
225213,146.43303,-37.85387,311.0,VIC,Aberfeldy River At Beardmore
225217,146.56634,-37.56089,248.0,VIC,Barkly River @ Glencairn
225218,147.09505,-37.81013,309.0,VIC,Freestone Creek @ Briagalong
225219,146.56648,-37.51622,570.0,VIC,Macalister River @ Glencairn
225221,146.66775,-37.76935,1542.0,VIC,Macalister River @ Stringybark Creek
225223,146.99229,-37.74346,195.0,VIC,Valencia Creek @ Gillio Road
225224,146.88491,-37.80184,554.0,VIC,Avon River @ The Channel
225230,146.65611,-37.91372,139.0,VIC,Glenmaggie Creek @ The Gorge
225234,147.17361,-38.0238,,VIC,Avon River @ Clydebank (Chinn'S Bridge)
226007,146.35578,-38.04844,207.0,VIC,Tyers River @ Browns
226008,146.30866,-37.94435,80.0,VIC,Tyers River West Branch @ Morgans Mill
226012,146.19667,-37.83167,12.0,VIC,Tanjil River East Branch @ Tanjil Bren
226021,146.26908,-38.163,,VIC,Narracan Creek @ Moe
226023,146.54393,-38.19405,,VIC,Traralgon Creek At Traralgon
226204,146.155,-38.08833,580.0,VIC,Latrobe River @ Willow Grove
226205,146.02212,-37.90701,,VIC,Latrobe River @ Noojee
226209,146.00212,-38.20567,214.0,VIC,Moe River @ Darnum
226217,146.08333,-37.975,440.0,VIC,Latrobe River @ Hawthorn Bridge
226218,146.18653,-38.27192,66.0,VIC,Narracan Creek @ Thorpdale
226219,146.03833,-37.89,65.0,VIC,Tooronga River @ Noojee
226220,146.00684,-37.86669,106.0,VIC,Loch River At Noojee
226226,146.19332,-37.97984,289.0,VIC,Tanjil River @ Tanjil Junction
226235,146.33411,-37.96182,132.2,VIC,Tyers River @ Tyers Junction
226407,146.30537,-38.40696,114.0,VIC,Morwell River @ Boolarra
226408,146.36832,-38.21515,,VIC,Morwell R @ Yallourn
226410,146.53153,-38.32297,89.0,VIC,Traralgon Creek @ Koornalla
226415,146.5405,-38.26987,128.0,VIC,Traralgon Creek @ Traralgon South (Jones Rd)
227200,146.67469,-38.53925,215.0,VIC,Tarra River @ Yarram
227202,145.99157,-38.58165,1067.0,VIC,Tarwin River @ Meeniyan
227205,146.65475,-38.35209,36.0,VIC,Merriman Creek @ Calignee South
227210,146.74407,-38.39502,18.0,VIC,Bruthen Creek @ Carrajung Lower
227211,146.37248,-38.63997,67.0,VIC,Agnes River @ Toora
227213,146.53812,-38.5258,34.0,VIC,Jack River @ Jack River
227219,145.72508,-38.35761,52.0,VIC,Bass River @ Loch
227220,146.6917,-38.45536,25.0,VIC,Greig Creek @ Mumfords
227223,146.63167,-38.47333,19.0,VIC,Macks Creek @ Richards
227225,146.55511,-38.46949,16.0,VIC,Tarra River At Fischers
227226,146.16098,-38.49963,127.0,VIC,Tarwin River East Branch @ Dumbalk North
227227,145.95736,-38.39295,106.0,VIC,Wilkur Creek @ Leongatha
227228,146.23333,-38.50833,43.0,VIC,Tarwin River East Branch @ Mirboo
227231,145.51517,-38.4669,233.0,VIC,Bass River @ Glen Forbes South
227236,145.7089,-38.55902,228.0,VIC,Powlett River @ D/S Foster Creek Junction
227237,146.30805,-38.62956,75.0,VIC,Franklin River @ Toora
227239,146.91607,-38.26601,256.0,VIC,Merriman Creek @ Stradbroke West
227240,147.16391,-38.36031,529.0,VIC,Merriman Creek At Prospect Road Seaspray
227243,146.82563,-38.4177,124.0,VIC,Bruthen Creek @ D/S Reedy Creek
227244,146.22252,-38.61444,,VIC,Deep Creek @ Foster
227245,145.79881,-38.35986,,VIC,Little Bass River @ Poowong U/S Little Bass Res.
227251,146.57927,-38.47569,,VIC,Tarra River @ Tarra Weir Offtake
227270,145.79261,-38.4322,,VIC,Foster Creek At Korumburra
228208,145.57167,-38.25667,303.0,VIC,Lang Lang River @ Lang Lang
228212,145.76211,-38.02082,174.0,VIC,Bunyip River @ Tonimbuk
228217,145.464,-38.0641,,VIC,Toomuc Creek At Princes Highway Pakenham West
228226,145.04167,-38.43,13.0,VIC,Stony Creek @ Shoreham
229214,145.62009,-37.78066,140.0,VIC,Little Yarra River @ Yarra Junction
229218,145.25833,-37.66833,36.0,VIC,Watsons Creek @ Watsons Creek
229220,145.59167,-37.735,18.0,VIC,Don River @ Launching Place
229223,145.15667,-37.67167,271.0,VIC,Diamond Creek @ Diamond Creek
229677,145.531,-37.8665,,VIC,Shepherd Creek D/S Healesville Kooweerup Rd Nangana
230204,144.67211,-37.46478,79.0,VIC,Riddells Creek @ Riddells Creek
230205,144.80097,-37.63137,865.0,VIC,Deep Creek @ Bulla (D/S Of Emu Creek Junct.)
230208,144.89,-37.405,350.0,VIC,Deep Creek @ Darraweit Guim
230211,144.74413,-37.46623,93.0,VIC,Emu Creek @ Clarkefield
230212,144.61833,-37.42167,11.0,VIC,Barringo Creek @ Barringo (Ds Of Diversion Weir)
230217,144.64064,-37.31254,16.0,VIC,Garden Hut Creek @ U/S Of Lancefield Reservior
230232,144.8168,-37.42711,315.0,VIC,Deep Creek @ Bolinda
231211,144.4272,-37.63072,234.0,VIC,Lerderderg River @ U/S Goodman Creek Junction
231213,144.36105,-37.49627,153.0,VIC,Lerderderg River @ Sardine Creek O'Brien Crossing
231219,144.45084,-37.57462,32.0,VIC,Goodman Creek @ Above Lerderderg Tunnel
231225,144.25,-37.6005,,VIC,Werribee River At Ballan
231230,144.39833,-37.73167,149.0,VIC,Parwan Creek @ Balliang Road
231231,144.57898,-37.72796,95.0,VIC,Toolern Creek At Melton South
232213,144.03387,-37.65468,157.0,VIC,Lal Lal Creek U/S Of Bungal Dam
232214,144.06236,-37.62982,13.0,VIC,Black Creek U/S Of Bungal Dam
232215,144.08077,-37.63372,6.0,VIC,Woollen Creek U/S Of Bungal Dam
232223,144.01227,-37.50493,2.8,VIC,Frawley Creek  U/S Wilson Reservoir
232235,144.07054,-37.50631,,VIC,Devil Creek U/S Moorabool Reservoir
232236,144.07699,-37.49527,11.7,VIC,West Moorabool River U/S Moorabool Reservoir
233214,143.73339,-38.52668,17.0,VIC,Barwon River East Branch @ Forrest (Above Tunnel)
233223,143.86631,-37.92864,57.0,VIC,Warrambine Creek @ Warrambine
233228,143.71098,-38.42125,39.0,VIC,Boundary Creek @ Yeodene
233257,143.7698,-38.46415,,VIC,Dewing Creek @ Birregurra-Forrest Road
233258,143.85829,-38.40848,,VIC,Pennyroyal Creek @ Railway Culvert
233267,143.7119,-38.5801,,VIC,West Barwon R U/S Barramunga
234200,143.58575,-37.80883,324.0,VIC,Woady Yaloak River At Pitfield
234201,143.64266,-38.01187,1158.0,VIC,Woady Yaloak River @ Cressy (Yarima)
234203,143.41943,-38.35389,166.0,VIC,Pirron Yallock Creek @ Pirron Yallock (Above H'Wy Br.)
234209,143.55832,-38.33844,49.0,VIC,Dean Creek @ Lake Colac
234212,143.35359,-38.01838,231.0,VIC,Browns Waterholes D/S Lismore (Urara)
235202,143.65635,-38.56285,53.0,VIC,Gellibrand River @ Upper Gellibrand
235203,142.96019,-38.44498,790.0,VIC,Curdies River At Curdie
235204,143.52918,-38.65483,11.0,VIC,Little Aire Creek @ Beech Forest
235205,143.44314,-38.63956,4.43,VIC,Arkins Creek West Branch @ Wyelangta
235208,143.32833,-38.585,565.0,VIC,Gellibrand River @ Carlisle
235209,143.58127,-38.66849,21.0,VIC,Aire River @ Beech Forest
235211,143.25654,-38.58909,268.0,VIC,Kennedys Creek @ Kennedys Creek
235212,143.32333,-38.63167,28.0,VIC,Chapple Creek @ Chapple Vale
235216,143.94719,-38.57254,38.0,VIC,Cumberland River @ Lorne
235219,143.47729,-38.70317,90.0,VIC,Aire River @ Wyelangta
235223,143.145,-38.44833,59.0,VIC,Scotts Creek @ Scotts Creek
235224,143.24822,-38.70152,1046.0,VIC,Gellibrand River @ Burrupa
235226,143.95667,-38.55167,31.0,VIC,St. George River @ Allenvale
235227,143.4829,-38.5241,311.0,VIC,Gellibrand River At Bunkers Hill
235229,143.43167,-38.755,56.0,VIC,Ford River @ Glenaire
235233,143.62497,-38.75502,43.0,VIC,Barham River East Branch @ Apollo Bay Paradise
235237,142.98881,-38.44771,361.0,VIC,Scotts Creek @ Curdie (Digneys Bridge)
235241,143.60647,-38.47867,33.0,VIC,Porcupine Creek @ Kawarren
236202,142.72557,-37.69402,1347.0,VIC,Hopkins River @ Wickliffe
236203,143.36,-37.69167,1251.0,VIC,Mount Emu Creek @ Skipton
236205,142.47859,-38.33018,,VIC,Merri River @ Woodford
236209,142.62519,-38.33544,8355.0,VIC,Hopkins River @ Hopkins Falls
236210,142.70302,-38.24379,5157.0,VIC,Hopkins River @ Framlingham
236212,142.65192,-38.34597,223.0,VIC,Brucknell Creek @ Cudgee
236215,143.67555,-37.52452,166.0,VIC,Burrumbeet Creek At Lake Burrumbeet
236216,142.88129,-38.30559,2877.0,VIC,Mount Emu Creek @ Taroon (Ayrford Road Bridge)
236219,142.9414,-37.31577,258.0,VIC,Hopkins River @ Ararat
237200,142.22643,-38.31991,570.0,VIC,Moyne River @ Toolong
237202,141.61987,-38.12584,234.0,VIC,Fitzroy River At Heywood
237206,141.94436,-38.25747,502.0,VIC,Eumeralla River @ Codrington
237207,141.66321,-38.24344,310.0,VIC,Surry River @ Heathmere
237208,142.25663,-38.16287,,VIC,Moyne River @ Willatook
238214,142.54167,-37.31667,10.0,VIC,Second Wannon Creek @ Diversion Point
238219,141.83255,-37.70876,997.0,VIC,Grange Burn @ Morgiana
238220,142.00366,-37.5253,211.0,VIC,Dundas River @ Cavendish
238221,142.32024,-37.49933,269.0,VIC,Dwyer Creek @ Mirranatwa
238223,141.42596,-37.49595,174.0,VIC,Wando River @ Wando Vale
238225,142.41833,-37.50833,137.0,VIC,Wannon River @ Burrah
238228,141.50561,-37.64513,4159.0,VIC,Wannon River @ Henty
238229,141.48074,-37.32146,69.0,VIC,Chetwynd River @ Chetwynd
238230,141.40996,-37.86967,181.0,VIC,Stokes River @ Teakettle
238231,142.36721,-37.31227,57.0,VIC,Glenelg River At Big Cord
238235,141.45464,-37.98007,606.0,VIC,Crawford River @ Lower Crawford
238238,141.52,-37.66167,261.0,VIC,Henty Creek @ Henty
401006,148.1568,-35.8415,116.0,NSW,Paddys River At Above Granite Falls
401007,148.00876,-35.80231,157.0,NSW,Tumbarumba Creek At Tumbarumba No.2
401008,148.02729,-35.94329,515.0,NSW,Mannus Creek At Tooma
401009,148.0999,-35.9256,215.0,NSW,Maragle Creek At Maragle
401012,148.0519,-36.3192,1165.0,NSW,Murray River At Biggara - Backup
401013,147.69241,-35.89432,390.0,NSW,Jingellic Creek At Jingellic
401014,148.05349,-36.04153,1845.0,NSW,Tooma River At Pinegrove - Backup
401016,148.1197,-36.0337,50.0,NSW,Welumba Creek At The Square
401017,147.9306,-35.7698,200.0,NSW,Mannus Creek At Yarramundi
401024,148.0787,-36.0007,1259.3,NSW,Tumbarumba Creek At Tooma (Bakers)
401201,147.7,-35.935,6527.0,VIC,Murray River @ Jingellic
401203,147.6057,-36.94596,1533.0,VIC,Mitta Mitta River At Hinnomunjie
401208,147.67774,-36.21188,350.0,VIC,Cudgewa Creek @ Berringama
401210,147.41338,-36.56853,407.0,VIC,Snowy Creek @ Below Granite Flat
401212,147.82949,-36.445,252.0,VIC,Nariel Creek @ Upper Nariel
401216,147.47219,-36.93272,356.0,VIC,Big River @ Jokers Creek
401217,147.70928,-36.75661,389.0,VIC,Gibbo River @ Gibbo Park
401218,147.3,-36.19167,635.0,VIC,Tallangatta Creek @ Bullioh
401220,147.33525,-36.21329,464.0,VIC,Tallangatta Creek @ Mccallums
401226,147.45793,-37.08803,180.0,VIC,Victoria River @ Victoria Falls
401229,147.87906,-36.06551,837.0,VIC,Cudgewa Creek @ Cudgewa North
401230,147.97245,-36.10648,976.0,VIC,Corryong Creek @ Towong
401549,148.02585,-36.1691,2323.0,NSW,Murray River At Bringenbrong Bridge
402204,146.90683,-36.30457,255.0,VIC,Yackandandah Creek @ Osbornes Flat
402206,147.04421,-36.53931,126.0,VIC,Running Creek @ Running Creek
402210,146.82167,-36.29667,7.0,VIC,Commissioners Creek @ Above Damsite
402215,146.82333,-36.33667,66.0,VIC,Yackandandah Creek @ Kirbys Flat
402217,146.87694,-36.38547,24.0,VIC,Flaggy Creek @ Myrtleford Road Bridge
403200,146.32094,-36.35066,5138.0,VIC,Ovens River @ Wangaratta
403205,146.9526,-36.72564,495.0,VIC,Ovens Rivers @ Bright
403210,146.71791,-36.57122,1240.0,VIC,Ovens River @ Myrtleford
403213,146.24407,-36.61946,229.0,VIC,Fifteen Mile Creek @ Greta South
403214,146.82007,-36.57747,135.0,VIC,Happy Valley Creek @ Rosewhite
403216,146.71335,-36.57863,,VIC,Buffalo Creek @ Myrtleford
403217,146.5824,-36.82064,,VIC,Rose River At Matong North
403221,146.60117,-36.31093,214.0,VIC,Reedy Creek @ Woolshed
403222,146.70015,-36.91059,425.0,VIC,Buffalo River @ Abbeyard
403223,146.38942,-36.51631,1114.0,VIC,King River @ Docker Road Bridge
403224,146.44914,-36.51324,158.0,VIC,Hurdle Creek @ Bobinawarrah
403226,146.3625,-36.60631,108.0,VIC,Boggy Creek @ Angleside
403227,146.39823,-36.83127,453.0,VIC,King River @ Cheshunt
403232,146.97938,-36.75129,123.0,VIC,Morses Creek @ Wandiligong
403233,146.88205,-36.72149,435.0,VIC,Buckland River @ Harris Lane
403236,146.77833,-36.50667,173.0,VIC,Barwidgee Creek @ Myrtleford
403240,146.42001,-36.65953,684.0,VIC,King River @ Edi
403241,146.23635,-36.16297,6239.0,VIC,Ovens River @ Peechelba
403244,147.06242,-36.88408,,VIC,Ovens River At Harrietville
403254,146.66521,-36.79496,902.5,VIC,Buffalo River D/S Rose River Junction
404207,146.0592,-36.61116,451.0,VIC,Holland Creek @ Kelfeera
404208,145.97188,-36.76196,91.0,VIC,Moonee Creek At Lima
404235,146.21849,-36.81881,,VIC,Ryans Creek U/S Mccallsay Reservoir
404245,146.02897,-36.77957,,VIC,Mt Samaria Creek At Warnock Road
405205,145.56404,-37.41367,108.0,VIC,Murrindindi River At Murrindindi Above Colwells
405209,145.71289,-37.31773,619.0,VIC,Acheron River At Taggerty
405212,145.05614,-37.09895,337.0,VIC,Sunday Creek @ Tallarook
405214,146.11309,-37.15829,368.0,VIC,Delatite River @ Tonga Bridge
405215,146.20707,-37.22972,368.0,VIC,Howqua River @ Glen Esk
405217,145.47308,-37.38273,360.0,VIC,Yea River At Devlins Bridge
405218,146.18784,-37.29126,368.0,VIC,Jamieson River @ Gerrang Bridge
405219,146.13074,-37.33088,694.0,VIC,Goulburn River @ Dohertys
405227,146.05696,-37.36747,619.0,VIC,Big River @ Jamieson
405228,145.28364,-36.95108,471.0,VIC,Hughes Creek @ Tarcombe Road
405231,145.28837,-37.34706,181.0,VIC,King Parrot Creek At Flowerdale
405234,145.68275,-36.88701,153.0,VIC,Seven Creeks @ D/S Of Polly Mcquinn Weir
405237,145.58584,-36.76237,332.0,VIC,Seven Creeks @ Euroa Township
405238,144.85729,-37.12027,163.0,VIC,Mollison Creek @ Pyalong
405239,145.10667,-37.355,36.0,VIC,Sunday Creek @ Clonbinane
405240,145.05505,-37.05963,609.0,VIC,Sugarloaf Creek @ Ash Bridge
405244,145.725,-36.98333,55.0,VIC,Merton Creek @ Merton
405245,146.05359,-37.03832,115.0,VIC,Ford Creek @ Mansfield
405247,145.62578,-36.59087,339.0,VIC,Stony Creek @ Tamleugh
405251,145.78546,-36.96882,121.0,VIC,Brankeet Creek @ Ancona
405261,145.67333,-37.14167,60.0,VIC,Spring Creek (Colonial Creek) @ Fawcett
405263,146.24708,-37.46276,327.0,VIC,Goulburn River @ U/S Of Snake Creek Junction
405264,146.0761,-37.5194,333.0,VIC,Big River D/S Of Frenchman Creek Junction
405274,145.60515,-37.10596,187.0,VIC,Home Creek @ Yarck
405288,145.12736,-37.37334,20.0,VIC,Sunday Ck At Mt Disappointment U/S Sunday Ck. Storage
405294,145.76046,-36.71219,23.0,VIC,Honeysuckle Creek U/S Of Violet Town
405321,146.3692,-37.1057,,VIC,Delatite R At Sawmill Settlement
405328,145.7735,-37.5258,,VIC,Steavenson River At Falls Road Marysville
406213,144.53495,-37.01701,629.0,VIC,Campaspe River @ Redesdale
406250,144.36394,-37.31948,78.0,VIC,Coliban River @ Springhill-Tylden Road
406266,144.51149,-37.33775,,VIC,Five Mile Creek At Woodend Treatment Plant
406280,144.43389,-37.28958,,VIC,Little Coliban Rv At Gluepot Bridge
407214,143.78985,-37.29664,308.0,VIC,Creswick Creek @ Clunes
407215,144.05799,-37.10904,1088.0,VIC,Loddon River @ Newstead
407217,144.20842,-37.15796,299.0,VIC,Loddon River @ Vaughan D/S Fryers Creek
407221,144.10037,-37.20643,166.0,VIC,Larni Barramal Yaluk Creek @ Yandoit
407222,143.83407,-37.22743,632.0,VIC,Tullaroop Creek @ Clunes
407239,143.91034,-37.14195,,VIC,Middle Creek @ Rodborough
407283,144.10546,-35.75777,,VIC,Barr Creek @ Schwenkes Road
408204,143.40202,-37.17974,54.0,VIC,Glenlogie Creek @ Amphitheatre
41000208,149.4506,-35.6141,23.5,NSW,Molonglo River At Kobada
41000261,148.43571,-35.41826,317.0,NSW,Goobarragandra River At Mac'S Crossing
41000271,148.95169,-35.99978,,NSW,Alum Creek At Jones Plain Road
41001701,149.19605,-36.11062,,NSW,Numeralla River At Chakola
410024,148.6869,-35.1657,1165.0,NSW,Goodradigbee River At Wee Jasper (Kashmir)
410025,148.377,-34.7877,2120.0,NSW,Jugiong Creek At Jugiong (Inverlockie)
410026,148.9115,-34.8352,1230.0,NSW,Yass River At Yass
410029,148.2179,-35.6485,30.0,NSW,Buddong Creek At Buddong Falls(Buddong Weir)
410038,148.2469,-35.0177,391.0,NSW,Adjungbilly Creek At Darbalara
410043,147.8729,-35.17751,568.0,NSW,Hillas Creek At Mount Adrah
410044,148.1628,-34.9304,1025.0,NSW,Muttama Creek At Coolac
410047,147.6555,-35.1623,1660.0,NSW,Tarcutta Creek At Old Borambola
410057,148.3484,-35.329,673.0,NSW,Goobarragandra River At Lacmalac
410058,147.9014,-35.5392,332.0,NSW,Tarcutta Creek At Westbrook
410059,148.16828,-35.33507,277.0,NSW,Gilmore Creek At Gilmore
