# --------------------------------------------------
# nrow : 192
# ncol : 1
# author : Julien Lerat, CSIRO Enviromment
# description : Streamflow data time series for site 202001 extracted from WaterNSW website (https://realtimedata.waternsw.com.au/)
# reference : Lerat and Vaze (2024), Nature, submitted
# time_generated : 2024-12-02 16:19:52
# --------------------------------------------------
TIME,STREAMFLOW[m3/sec]
2022-03-01 01:00:00,41.23845
2022-03-01 02:00:00,34.77573
2022-03-01 03:00:00,30.74192
2022-03-01 04:00:00,28.02204
2022-03-01 05:00:00,25.54502
2022-03-01 06:00:00,23.50542
2022-03-01 07:00:00,21.76951
2022-03-01 08:00:00,20.40885
2022-03-01 09:00:00,19.23163
2022-03-01 10:00:00,18.26718
2022-03-01 11:00:00,17.30845
2022-03-01 12:00:00,16.58569
2022-03-01 13:00:00,16.28329
2022-03-01 14:00:00,16.10874
2022-03-01 15:00:00,15.66344
2022-03-01 16:00:00,15.18014
2022-03-01 17:00:00,14.52884
2022-03-01 18:00:00,13.85527
2022-03-01 19:00:00,13.20270
2022-03-01 20:00:00,12.64903
2022-03-01 21:00:00,12.21231
2022-03-01 22:00:00,11.87267
2022-03-01 23:00:00,11.43616
2022-03-02 00:00:00,11.14488
2022-03-02 01:00:00,10.83248
2022-03-02 02:00:00,10.51579
2022-03-02 03:00:00,10.30608
2022-03-02 04:00:00,9.98905
2022-03-02 05:00:00,9.72455
2022-03-02 06:00:00,9.50657
2022-03-02 07:00:00,9.18831
2022-03-02 08:00:00,8.94777
2022-03-02 09:00:00,8.73916
2022-03-02 10:00:00,8.65991
2022-03-02 11:00:00,8.40341
2022-03-02 12:00:00,8.15419
2022-03-02 13:00:00,7.99252
2022-03-02 14:00:00,7.76167
2022-03-02 15:00:00,7.60600
2022-03-02 16:00:00,7.47259
2022-03-02 17:00:00,7.33859
2022-03-02 18:00:00,7.32959
2022-03-02 19:00:00,8.12105
2022-03-02 20:00:00,9.41498
2022-03-02 21:00:00,10.70868
2022-03-02 22:00:00,9.84137
2022-03-02 23:00:00,8.83029
