# --------------------------------------------------
# nrow : 456
# ncol : 1
# description : Streamflow data time series for site 138110 extracted from WaterNSW website (https://realtimedata.waternsw.com.au/)
# reference : Lerat and Vaze (2025), Communication Earth and Environment, submitted
# time_generated : 2025-02-26 17:00:40
# author : Julien Lerat, CSIRO Enviromment
# source_file : DATA_prepare_streamflow_data.py
# --------------------------------------------------
TIME,STREAMFLOW[m3/sec]
2022-03-06 08:00:00,22.77975
2022-03-06 09:00:00,22.68206
2022-03-06 10:00:00,22.48773
2022-03-06 11:00:00,22.22222
2022-03-06 12:00:00,22.12593
2022-03-06 13:00:00,21.95903
2022-03-06 14:00:00,21.60301
2022-03-06 15:00:00,21.72593
2022-03-06 16:00:00,21.88704
2022-03-06 17:00:00,21.92199
2022-03-06 18:00:00,21.88727
2022-03-06 19:00:00,21.74468
2022-03-06 20:00:00,21.67373
2022-03-06 21:00:00,21.65000
2022-03-06 22:00:00,21.74479
2022-03-06 23:00:00,22.05475
2022-03-07 00:00:00,22.48819
2022-03-07 01:00:00,23.02674
2022-03-07 02:00:00,23.69896
2022-03-07 03:00:00,24.20382
2022-03-07 04:00:00,24.40822
2022-03-07 05:00:00,24.40822
2022-03-07 06:00:00,24.23137
2022-03-07 07:00:00,23.64873
2022-03-07 08:00:00,23.22303
2022-03-07 09:00:00,23.05000
2022-03-07 10:00:00,22.63484
2022-03-07 11:00:00,22.07894
2022-03-07 12:00:00,21.62720
2022-03-07 13:00:00,21.22836
2022-03-07 14:00:00,20.83507
2022-03-07 15:00:00,20.51435
2022-03-07 16:00:00,20.33275
2022-03-07 17:00:00,20.08553
2022-03-07 18:00:00,19.64120
2022-03-07 19:00:00,19.26725
2022-03-07 20:00:00,19.00729
2022-03-07 21:00:00,18.72789
2022-03-07 22:00:00,18.49387
2022-03-07 23:00:00,18.19942
2022-03-08 00:00:00,17.92801
2022-03-08 01:00:00,17.76262
2022-03-08 02:00:00,17.61875
2022-03-08 03:00:00,17.45556
2022-03-08 04:00:00,17.35382
2022-03-08 05:00:00,17.25289
2022-03-08 06:00:00,17.19225
2022-03-08 07:00:00,17.21227
2022-03-08 08:00:00,17.06192
2022-03-08 09:00:00,16.80289
2022-03-08 10:00:00,16.59537
2022-03-08 11:00:00,16.47766
2022-03-08 12:00:00,16.41898
2022-03-08 13:00:00,16.30243
2022-03-08 14:00:00,16.22465
2022-03-08 15:00:00,16.12847
2022-03-08 16:00:00,16.05116
2022-03-08 17:00:00,16.07037
2022-03-08 18:00:00,15.86065
2022-03-08 19:00:00,15.65127
2022-03-08 20:00:00,15.55718
2022-03-08 21:00:00,15.37870
2022-03-08 22:00:00,15.17442
2022-03-08 23:00:00,15.01863
2022-03-09 00:00:00,14.87245
2022-03-09 01:00:00,14.78137
2022-03-09 02:00:00,14.70903
2022-03-09 03:00:00,14.67280
2022-03-09 04:00:00,14.61887
2022-03-09 05:00:00,14.43947
2022-03-09 06:00:00,14.49340
2022-03-09 07:00:00,14.47569
2022-03-09 08:00:00,14.24398
2022-03-09 09:00:00,14.33183
2022-03-09 10:00:00,14.65509
2022-03-09 11:00:00,14.44757
2022-03-09 12:00:00,14.48796
2022-03-09 13:00:00,14.47269
2022-03-09 14:00:00,14.29514
2022-03-09 15:00:00,14.38634
2022-03-09 16:00:00,14.65509
2022-03-09 17:00:00,15.00671
2022-03-09 18:00:00,15.06551
2022-03-09 19:00:00,14.89433
2022-03-09 20:00:00,14.76343
2022-03-09 21:00:00,14.61875
2022-03-09 22:00:00,14.35127
2022-03-09 23:00:00,14.03299
2022-03-10 00:00:00,13.82396
2022-03-10 01:00:00,13.58310
2022-03-10 02:00:00,13.42917
2022-03-10 03:00:00,13.36134
2022-03-10 04:00:00,13.19317
2022-03-10 05:00:00,13.02581
2022-03-10 06:00:00,13.25243
2022-03-10 07:00:00,13.41227
2022-03-10 08:00:00,13.27697
2022-03-10 09:00:00,13.05972
2022-03-10 10:00:00,12.94282
2022-03-10 11:00:00,12.94282
2022-03-10 12:00:00,12.92627
2022-03-10 13:00:00,12.86042
2022-03-10 14:00:00,12.76157
2022-03-10 15:00:00,12.69618
2022-03-10 16:00:00,12.58229
2022-03-10 17:00:00,12.43681
2022-03-10 18:00:00,12.35625
2022-03-10 19:00:00,12.40451
2022-03-10 20:00:00,12.40451
2022-03-10 21:00:00,12.27639
2022-03-10 22:00:00,12.08611
2022-03-10 23:00:00,12.03854
